s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 1.5370780E+001, 1.2309209E+004,-1.7148575E+003,-7.7755290E+003,-5.6518651E+002,-8.4354462E-001, 0.0000000E+000, 0.0000000E+000, 2.3095706E+003, 2.2527924E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.5468550E+001, 1.2315170E+004,-1.7221533E+003,-7.7837156E+003,-5.6256948E+002,-8.4326914E-001, 0.0000000E+000, 0.0000000E+000, 2.2845516E+003, 2.2458886E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.5566319E+001, 1.2313227E+004,-1.7491567E+003,-7.7972484E+003,-5.5989047E+002,-8.4282512E-001, 0.0000000E+000, 0.0000000E+000, 2.2793319E+003, 2.2060882E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.5664088E+001, 1.2303514E+004,-1.7439840E+003,-7.8222872E+003,-5.5300609E+002,-8.4247609E-001, 0.0000000E+000, 0.0000000E+000, 2.2275870E+003, 2.1833943E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.5761858E+001, 1.2290745E+004,-1.8150011E+003,-7.8537843E+003,-5.5256606E+002,-8.4250235E-001, 0.0000000E+000, 0.0000000E+000, 2.1977450E+003, 2.0685509E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.5859627E+001, 1.2275712E+004,-1.8053127E+003,-7.8922036E+003,-5.5053993E+002,-8.4292428E-001, 0.0000000E+000, 0.0000000E+000, 2.0800827E+003, 2.0268129E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.5957397E+001, 1.2261629E+004,-1.7972584E+003,-7.9434559E+003,-5.4253921E+002,-8.4341704E-001, 0.0000000E+000, 0.0000000E+000, 2.0319599E+003, 1.9775316E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6055166E+001, 1.2248272E+004,-1.7999740E+003,-8.0058368E+003,-5.4030269E+002,-8.4388034E-001, 0.0000000E+000, 0.0000000E+000, 1.9707870E+003, 1.9013145E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6152935E+001, 1.2239103E+004,-1.8076328E+003,-8.0838822E+003,-5.4426909E+002,-8.4433553E-001, 0.0000000E+000, 0.0000000E+000, 1.8885673E+003, 1.8024745E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6250706E+001, 1.2232307E+004,-1.7453826E+003,-8.1802799E+003,-5.4119435E+002,-8.4489204E-001, 0.0000000E+000, 0.0000000E+000, 1.7850869E+003, 1.7646056E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6348475E+001, 1.2230022E+004,-1.7172075E+003,-8.2968228E+003,-5.3977937E+002,-8.4546038E-001, 0.0000000E+000, 0.0000000E+000, 1.7326242E+003, 1.6753670E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6446243E+001, 1.2230069E+004,-1.7959302E+003,-8.4183041E+003,-5.4503830E+002,-8.4587252E-001, 0.0000000E+000, 0.0000000E+000, 1.6412380E+003, 1.4699503E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6544014E+001, 1.2233288E+004,-1.7844634E+003,-8.5521750E+003,-5.3225914E+002,-8.4605323E-001, 0.0000000E+000, 0.0000000E+000, 1.4318199E+003, 1.3635445E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6641783E+001, 1.2245881E+004,-1.8773752E+003,-8.7008236E+003,-5.3947531E+002,-8.4609478E-001, 0.0000000E+000, 0.0000000E+000, 1.3062863E+003, 1.1273608E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6739552E+001, 1.2273594E+004,-1.8448920E+003,-8.8490077E+003,-5.3901529E+002,-8.4608493E-001, 0.0000000E+000, 0.0000000E+000, 1.0762737E+003, 1.0398328E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6837322E+001, 1.2281191E+004,-1.8301751E+003,-9.0040414E+003,-5.3571576E+002,-8.4604787E-001, 0.0000000E+000, 0.0000000E+000, 9.8390278E+002, 9.1041222E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.6935091E+001, 1.2282093E+004,-1.8238973E+003,-9.1473753E+003,-5.3795235E+002,-8.4599392E-001, 0.0000000E+000, 0.0000000E+000, 8.5671403E+002, 7.7202215E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7032860E+001, 1.2280781E+004,-1.8623739E+003,-9.2679090E+003,-5.3790048E+002,-8.4594700E-001, 0.0000000E+000, 0.0000000E+000, 7.2415094E+002, 6.1175173E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7130630E+001, 1.2278204E+004,-1.8064612E+003,-9.3452678E+003,-5.3217276E+002,-8.4591674E-001, 0.0000000E+000, 0.0000000E+000, 5.8765118E+002, 5.9345675E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7228399E+001, 1.2276586E+004,-1.7691238E+003,-9.3899279E+003,-5.3458648E+002,-8.4589867E-001, 0.0000000E+000, 0.0000000E+000, 5.7485266E+002, 5.8210244E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7326168E+001, 1.2271010E+004,-1.7577601E+003,-9.4025854E+003,-5.2857028E+002,-8.4588988E-001, 0.0000000E+000, 0.0000000E+000, 5.8633750E+002, 5.8124827E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7423939E+001, 1.2266695E+004,-1.6891604E+003,-9.3864439E+003,-5.3200549E+002,-8.4589094E-001, 0.0000000E+000, 0.0000000E+000, 5.9465849E+002, 6.5823908E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7521708E+001, 1.2260311E+004,-1.6716920E+003,-9.3504261E+003,-5.3067593E+002,-8.4589523E-001, 0.0000000E+000, 0.0000000E+000, 6.8516054E+002, 7.0667147E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7619476E+001, 1.2248837E+004,-1.6912149E+003,-9.2964572E+003,-5.3079028E+002,-8.4593146E-001, 0.0000000E+000, 0.0000000E+000, 7.4366795E+002, 7.2952836E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7717247E+001, 1.2254609E+004,-1.6984211E+003,-9.2448058E+003,-5.3519165E+002,-8.4602011E-001, 0.0000000E+000, 0.0000000E+000, 7.7219454E+002, 7.7534471E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7815016E+001, 1.2255918E+004,-1.8254406E+003,-9.2503480E+003,-5.2214098E+002,-8.4614587E-001, 0.0000000E+000, 0.0000000E+000, 8.1726810E+002, 6.5714274E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.7912785E+001, 1.2253630E+004,-1.7786411E+003,-9.3243514E+003,-5.1394020E+002,-8.4627017E-001, 0.0000000E+000, 0.0000000E+000, 6.4583433E+002, 6.3585129E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8010555E+001, 1.2250278E+004,-1.7568572E+003,-9.4821045E+003,-5.1255425E+002,-8.4635715E-001, 0.0000000E+000, 0.0000000E+000, 5.8833348E+002, 4.9791579E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8108324E+001, 1.2245992E+004,-1.7529819E+003,-9.6634767E+003,-5.1590239E+002,-8.4643602E-001, 0.0000000E+000, 0.0000000E+000, 4.1509109E+002, 3.1278429E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8206093E+001, 1.2240293E+004,-1.7603317E+003,-9.8263058E+003,-4.9662628E+002,-8.4652140E-001, 0.0000000E+000, 0.0000000E+000, 2.3542726E+002, 1.5618224E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8303864E+001, 1.2243713E+004,-1.6850403E+003,-9.9368481E+003,-5.0026430E+002,-8.4661387E-001, 0.0000000E+000, 0.0000000E+000, 7.7353472E+001, 1.2071405E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8401632E+001, 1.2243090E+004,-1.7041492E+003,-9.9907815E+003,-4.9178247E+002,-8.4669280E-001, 0.0000000E+000, 0.0000000E+000, 7.7551735E+001, 5.5530369E+001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8499401E+001, 1.2241101E+004,-1.7312159E+003,-1.0006962E+004,-5.0245793E+002,-8.4676407E-001, 0.0000000E+000, 0.0000000E+000, 3.4237355E+001,-3.8197507E-001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8597172E+001, 1.2237286E+004,-1.7200948E+003,-1.0017618E+004,-5.0239962E+002,-8.4683191E-001, 0.0000000E+000, 0.0000000E+000,-2.0690488E+000,-3.6730349E+000, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8694941E+001, 1.2232785E+004,-1.7159371E+003,-1.0038017E+004,-5.0354559E+002,-8.4688229E-001, 0.0000000E+000, 0.0000000E+000,-6.1812867E+000,-2.5561904E+001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8792709E+001, 1.2229313E+004,-1.7214777E+003,-1.0081034E+004,-5.0375874E+002,-8.4693252E-001, 0.0000000E+000, 0.0000000E+000,-4.7933260E+001,-7.7804522E+001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8890480E+001, 1.2227888E+004,-1.7509445E+003,-1.0124442E+004,-5.0643783E+002,-8.4700218E-001, 0.0000000E+000, 0.0000000E+000,-9.8550172E+001,-1.5478320E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.8988249E+001, 1.2230201E+004,-1.7551782E+003,-1.0150012E+004,-5.0576793E+002,-8.4711284E-001, 0.0000000E+000, 0.0000000E+000,-1.7059798E+002,-1.8160449E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9086018E+001, 1.2232783E+004,-1.7478370E+003,-1.0153529E+004,-4.9759029E+002,-8.4724939E-001, 0.0000000E+000, 0.0000000E+000,-1.9065475E+002,-1.6702050E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9183788E+001, 1.2235025E+004,-1.8416857E+003,-1.0125403E+004,-4.9129069E+002,-8.4738843E-001, 0.0000000E+000, 0.0000000E+000,-1.6695183E+002,-2.2420173E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9281557E+001, 1.2236041E+004,-1.7863290E+003,-1.0056889E+004,-4.9315089E+002,-8.4749244E-001, 0.0000000E+000, 0.0000000E+000,-2.0633252E+002,-1.0117583E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9379326E+001, 1.2237761E+004,-1.8322706E+003,-9.9610529E+003,-4.9343654E+002,-8.4748559E-001, 0.0000000E+000, 0.0000000E+000,-6.9038613E+001,-4.9846631E+001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9477097E+001, 1.2240465E+004,-1.8030373E+003,-9.8665219E+003,-4.9152329E+002,-8.4732607E-001, 0.0000000E+000, 0.0000000E+000,-7.9482972E+000, 7.8535162E+001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9574865E+001, 1.2251457E+004,-1.7268737E+003,-9.8055821E+003,-4.8909927E+002,-8.4697141E-001, 0.0000000E+000, 0.0000000E+000, 1.1076413E+002, 2.2905453E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9672634E+001, 1.2264187E+004,-1.6862404E+003,-9.7989276E+003,-4.8803515E+002,-8.4649677E-001, 0.0000000E+000, 0.0000000E+000, 2.3648909E+002, 2.9013714E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9770405E+001, 1.2269182E+004,-1.7076020E+003,-9.8299214E+003,-4.8262094E+002,-8.4617081E-001, 0.0000000E+000, 0.0000000E+000, 2.7634615E+002, 2.4819176E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9868174E+001, 1.2272107E+004,-1.6546266E+003,-9.9185641E+003,-4.9243348E+002,-8.4616225E-001, 0.0000000E+000, 0.0000000E+000, 1.9139830E+002, 2.0563705E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 1.9965942E+001, 1.2266484E+004,-1.6805861E+003,-1.0036625E+004,-4.8760388E+002,-8.4633708E-001, 0.0000000E+000, 0.0000000E+000, 1.3499540E+002, 6.0822487E+001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0063713E+001, 1.2260605E+004,-1.6843693E+003,-1.0151340E+004,-4.9043295E+002,-8.4654213E-001, 0.0000000E+000, 0.0000000E+000,-1.2560614E+001,-6.6384145E+001, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0161482E+001, 1.2249369E+004,-1.7713255E+003,-1.0242539E+004,-4.9170865E+002,-8.4671766E-001, 0.0000000E+000, 0.0000000E+000,-1.2941896E+002,-2.5705122E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0259251E+001, 1.2238125E+004,-1.7398716E+003,-1.0300447E+004,-4.9521711E+002,-8.4683362E-001, 0.0000000E+000, 0.0000000E+000,-3.1013900E+002,-2.9825796E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0357021E+001, 1.2223226E+004,-1.7077343E+003,-1.0344682E+004,-4.9206244E+002,-8.4689520E-001, 0.0000000E+000, 0.0000000E+000,-3.2946354E+002,-3.2209960E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0454790E+001, 1.2207422E+004,-1.6400214E+003,-1.0381773E+004,-4.9017287E+002,-8.4688064E-001, 0.0000000E+000, 0.0000000E+000,-3.4780099E+002,-3.0539187E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0552559E+001, 1.2198106E+004,-1.6571759E+003,-1.0410133E+004,-4.8993704E+002,-8.4679606E-001, 0.0000000E+000, 0.0000000E+000,-3.2694922E+002,-3.5998655E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0650330E+001, 1.2199900E+004,-1.7207359E+003,-1.0429895E+004,-4.7786678E+002,-8.4660763E-001, 0.0000000E+000, 0.0000000E+000,-3.8030890E+002,-4.2944390E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0748098E+001, 1.2202338E+004,-1.8166882E+003,-1.0447830E+004,-4.8229572E+002,-8.4625035E-001, 0.0000000E+000, 0.0000000E+000,-4.5774684E+002,-5.4532232E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0845867E+001, 1.2204620E+004,-1.7552900E+003,-1.0465264E+004,-4.8166206E+002,-8.4586914E-001, 0.0000000E+000, 0.0000000E+000,-5.5906773E+002,-4.9844124E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.0943638E+001, 1.2201156E+004,-1.7444918E+003,-1.0482835E+004,-4.7042030E+002,-8.4549193E-001, 0.0000000E+000, 0.0000000E+000,-5.1982869E+002,-4.9743687E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1041407E+001, 1.2196087E+004,-1.7412977E+003,-1.0493917E+004,-4.7318926E+002,-8.4500833E-001, 0.0000000E+000, 0.0000000E+000,-5.1686203E+002,-5.1316209E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1139175E+001, 1.2207398E+004,-1.6416839E+003,-1.0508690E+004,-4.6815129E+002,-8.4457699E-001, 0.0000000E+000, 0.0000000E+000,-5.3254299E+002,-4.1197178E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1236946E+001, 1.2219606E+004,-1.6749790E+003,-1.0517367E+004,-4.6870478E+002,-8.4439403E-001, 0.0000000E+000, 0.0000000E+000,-4.3732337E+002,-4.4228886E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1334715E+001, 1.2228763E+004,-1.7559346E+003,-1.0515871E+004,-4.7431591E+002,-8.4458756E-001, 0.0000000E+000, 0.0000000E+000,-4.6392296E+002,-5.1820305E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1432484E+001, 1.2243877E+004,-1.7434205E+003,-1.0506253E+004,-4.7777101E+002,-8.4488250E-001, 0.0000000E+000, 0.0000000E+000,-5.3388495E+002,-4.8441302E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1530254E+001, 1.2245788E+004,-1.8168024E+003,-1.0498042E+004,-4.7159100E+002,-8.4474391E-001, 0.0000000E+000, 0.0000000E+000,-4.9395863E+002,-5.4149228E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1628023E+001, 1.2254396E+004,-1.8188368E+003,-1.0497535E+004,-4.7112721E+002,-8.4427492E-001, 0.0000000E+000, 0.0000000E+000,-5.6374837E+002,-5.3394787E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1725792E+001, 1.2247905E+004,-1.7559970E+003,-1.0518777E+004,-4.7604691E+002,-8.4399843E-001, 0.0000000E+000, 0.0000000E+000,-5.6430304E+002,-5.0375914E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1823563E+001, 1.2242522E+004,-1.6852268E+003,-1.0547738E+004,-4.7348590E+002,-8.4437376E-001, 0.0000000E+000, 0.0000000E+000,-5.4160589E+002,-4.6477252E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.1921331E+001, 1.2229481E+004,-1.6917032E+003,-1.0567932E+004,-4.7088853E+002,-8.4482585E-001, 0.0000000E+000, 0.0000000E+000,-5.0378123E+002,-5.0188777E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2019100E+001, 1.2224993E+004,-1.7348767E+003,-1.0578409E+004,-4.7253370E+002,-8.4521044E-001, 0.0000000E+000, 0.0000000E+000,-5.3292313E+002,-5.6167169E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2116871E+001, 1.2220436E+004,-1.6740274E+003,-1.0582103E+004,-4.7257189E+002,-8.4537474E-001, 0.0000000E+000, 0.0000000E+000,-5.8814407E+002,-5.0911133E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2214640E+001, 1.2215550E+004,-1.6900168E+003,-1.0587549E+004,-4.7085036E+002,-8.4539263E-001, 0.0000000E+000, 0.0000000E+000,-5.2829011E+002,-5.3371137E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2312408E+001, 1.2212422E+004,-1.6945915E+003,-1.0608076E+004,-4.7039325E+002,-8.4542477E-001, 0.0000000E+000, 0.0000000E+000,-5.6553999E+002,-5.6148424E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2410179E+001, 1.2208222E+004,-1.6945991E+003,-1.0653518E+004,-4.6854367E+002,-8.4549658E-001, 0.0000000E+000, 0.0000000E+000,-5.9905158E+002,-6.0928476E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2507948E+001, 1.2206891E+004,-1.7580571E+003,-1.0741683E+004,-4.6389598E+002,-8.4559183E-001, 0.0000000E+000, 0.0000000E+000,-6.6312516E+002,-7.5759042E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2605717E+001, 1.2205241E+004,-1.7399576E+003,-1.0854000E+004,-4.8039083E+002,-8.4556957E-001, 0.0000000E+000, 0.0000000E+000,-8.3161549E+002,-8.6995244E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2703487E+001, 1.2205171E+004,-1.7305991E+003,-1.0982461E+004,-4.8084516E+002,-8.4539517E-001, 0.0000000E+000, 0.0000000E+000,-9.3604970E+002,-9.8958044E+002, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2801256E+001, 1.2209232E+004,-1.7332889E+003,-1.1092980E+004,-4.7902757E+002,-8.4501770E-001, 0.0000000E+000, 0.0000000E+000,-1.0538790E+003,-1.0969095E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
 2.2908802E+001, 1.2084945E+004,-1.6868695E+003,-1.1176873E+004,-4.7744200E+002,-8.4482170E-001, 0.0000000E+000, 0.0000000E+000,-1.1515584E+003,-1.2570844E+003, 0.0000000E+000, 2.7014133E-001, 0.0000000E+000
